Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","004","Afghanistan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","37769.499","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","710","Afrique du Sud","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","58087.055","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","008","Albanie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2873.883","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","012","Algérie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","42705.368","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","276","Allemagne","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","83148.141","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","020","Andorre","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","76.343","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","024","Angola","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","32353.588","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","660","Anguilla","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","15.38","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","028","Antigua-et-Barbuda","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","92.117","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","682","Arabie saoudite","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","35827.362","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","032","Argentine","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","44745.52","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","051","Arménie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2820.602","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","533","Aruba","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","106.442","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","036","Australie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","25357.17","X","Ciffre de sources internationales",""
