Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","5611","Importations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","10","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","5142","Nourriture","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","36","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","5511","Production","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","77","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","5611","Importations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","5911","Exportations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","5142","Nourriture","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","78","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","5511","Production","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","1418","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","5611","Importations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","182","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","5911","Exportations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","163","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","5142","Nourriture","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","1431","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","5511","Production","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","703","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","5611","Importations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","149","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","5911","Exportations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","116","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","5142","Nourriture","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","736","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","5511","Production","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","19090","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","5611","Importations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","1543","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","5911","Exportations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","1248","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","5142","Nourriture","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","20474","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","5511","Production","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","24","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","5611","Importations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","907","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","5911","Exportations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","663","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","5142","Nourriture","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","334","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","5511","Production","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","5611","Importations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","23","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","5911","Exportations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","5142","Nourriture","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","21","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","5511","Production","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","18405","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","5611","Importations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","452","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","5911","Exportations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","576","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","5142","Nourriture","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","19328","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","5511","Production","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","657","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","5611","Importations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","161","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","5911","Exportations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","8","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","5142","Nourriture","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","791","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","5511","Production","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","25","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","5611","Importations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","14","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","5911","Exportations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","5142","Nourriture","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","30","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","5511","Production","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","1564","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","5611","Importations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","78","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","5911","Exportations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","5142","Nourriture","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","1639","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","5511","Production","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","5611","Importations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","14","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","5911","Exportations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","5142","Nourriture","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","13","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","5511","Production","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","7","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","5611","Importations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","104","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","5911","Exportations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","5142","Nourriture","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","107","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","5511","Production","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","133","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","5611","Importations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","17","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","5911","Exportations - Quantité","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","5142","Nourriture","S2734","Viande de Volailles","2017","2017","Milliers de tonnes","131","I","Valeur imputée"
